,title,url,discounted_price,original_price,discount
109,Unisex Folding Magnetic Magnifying Neck Hanging Reading Glasses HHI-490694,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/unisex-folding-magnetic-magnifying-neck-hanging-reading-glasses-p-157080.html,2.79,5.45,48.809999999999995
110,Original Xiaomi ROIDMI Dual USB Car Charger BT 4.0 Charger Adapter E-493805,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/original-xiaomi-roidmi-dual-usb-car-charger-bt-40-charger-adapter-p-157253.html,9.75,18.96,48.58
111,M3 Smart bracelet Color Screen Band Heart Rate Monitor Blood pressure E-556947,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/m3-smart-bracelet-color-screen-band-heart-rate-monitor-blood-pressure-p-177542.html,9.78,18.95,48.39
112,8000mAh Dual USB Solar Power Bank w/ 12 LED Light for Smartphone EBTPH-508125-C3,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/8000mah-dual-usb-solar-power-bank-w-12-led-light-for-smartphone-p-160090.html,12.27,23.67,48.16
113,20mm x 3M/Roll Luminous Tape Self-adhesive Glow In The Dark Safety Stage Tape HHI-540155,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/20mm-x-3mroll-luminous-tape-self-adhesive-glow-in-the-dark-safety-stage-tape-p-171138.html,1.86,3.58,48.04
114,Stainless Steel Vacuum Sealed Red Wine Bottle Stopper Spout HKI-507455,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/stainless-steel-vacuum-sealed-red-wine-bottle-stopper-spout-p-158461.html,2.34,4.48,47.77
115,64GB PU Leather USB 3.0 Flash Drive ECA-564314,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/64gb-pu-leather-usb-30-flash-drive-p-179960.html,8.36,15.95,47.589999999999996
116,"LEAGOO M5 MTK6580 Quad-core 5.0"" HD Android 6.0 Touch ID 3G Phone P05-LEAM5",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/leagoo-m5-mtk6580-quad-core-50-hd-android-60-touch-id-3g-phone-p-160494.html,77.8,147.73,47.339999999999996
117,"LEAGOO M5 MTK6580 Quad-core 5.0"" HD Android 6.0 Touch ID 3G Phone P07-LEAM5",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/leagoo-m5-mtk6580-quad-core-50-hd-android-60-touch-id-3g-phone-p-160493.html,77.92,147.95,47.33
118,"(IPPO) V7 7"" HD экран Android 4.2.2 RK3026 Dual-core 4GB L-245534",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/ippo-v7-7-android-422-rk3026-dual-core-4gb-tablet-pc-w-otg-p-109524.html,72.99,138.27,47.21
119,Mini Universal QI Wireless Charger Power Transmitter for Samsung EPACG-492582,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/mini-universal-qi-wireless-charger-power-transmitter-for-samsung-p-157124.html,3.33,6.3,47.14
120,Simplified Package 216 x 3mm Buckyballs Magnetic DIY Balls Neocube TTH-417687,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/simplified-package-216-x-3mm-buckyballs-magnetic-diy-balls-neocube-p-153376.html,4.51,8.53,47.13
121,"(JIAKE) 811 5.3"" Capacitive Touch MTK6572 Android 4.2.2 Phone P02-JK811",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/jiake-811-53-capacitive-touch-mtk6572-android-422-phone-p-112658.html,89.99,169.99,47.06
122,Original Xiaomi Real-time Detection Temperature and Humidity Sensor E-510657,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/original-xiaomi-real-time-detection-temperature-and-humidity-sensor-p-158817.html,8.73,16.49,47.06
123,Euro Plug 5V 2.0A 3-USB Ports Smart Fast Charger Power Adapter EPACG-399224,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/euro-plug-5v-20a-3-usb-ports-smart-fast-charger-power-adapter-p-151169.html,2.45,4.61,46.85
124,Digital Probe Cooking Food Temperature Sensor BBQ Kitchen LCD Display SCH-513318,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/digital-probe-cooking-food-temperature-sensor-bbq-kitchen-lcd-display-p-159217.html,3.35,6.29,46.739999999999995
125,1.5m Микро USB 3.0 Данных Sync/Зарядник Помехоподавляющий Кабель EPACB-507057,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/15m-micro-usb-cable-30-data-synccharger-anti-interference-cable-p-158417.html,1.78,3.34,46.71
126,Mini Camera SQ11 Night Vision FOV140 1080P DV Video Recorder EVC-558775,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/mini-camera-sq11-night-vision-fov140-1080p-dv-video-recorder-p-179706.html,8.94,16.69,46.43
127,OUKITEL K6000 PRO Android 6.0 4G Phone + Flip Cover + Screen Protector KB-512693,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/oukitel-k6000-pro-android-60-4g-phone-flip-cover-screen-protector-p-159149.html,155.83,290.11,46.29
128,1/4/10 pcs 3M VHB Double Sided Adhesive Acrylic Foam Tape Scotch Tape RTH-545063,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/1410-pcs-3m-vhb-double-sided-adhesive-acrylic-foam-tape-scotch-tape--p-173455.html,1.87,3.48,46.26
129,20Pcs VTIE Elastic Lazy No-Tie Shoelace Fit All Unisex Sneakers STH-518321,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/20pcs-vtie-elastic-lazy-no-tie-shoelace-fit-all-unisex-sneakers-p-161012.html,2.34,4.35,46.21
130,"OUKITEL K6000 PRO 5.5"" FHD 3GB RAM MTK6753 Android 6.0 4G Phone P04-K6000P",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/oukitel-k6000-pro-55-fhd-3gb-ram-mtk6753-android-60-4g-phone-p-159296.html,148.99,275.85,45.989999999999995
131,"(IPPO) X9 9"" Android 4.2.2 8GB A20 2-ядерный планшет с WiFi L-234122",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/ippo-x9-9-android-422-8gb-a20-dual-core-tablet-pc-w-wifi-p-105756.html,97.29,178.95,45.629999999999995
132,6pcs Tiger Head Menthol Balm Refreshing Relief Headache Oil BBI-457888,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/6pcs-tiger-head-menthol-balm-refreshing-relief-headache-oil-p-155847.html,1.43,2.63,45.629999999999995
133,"LENOVO X3 YOUTH 5.5"" FHD MTK6753 Octa-core Android 5.1 4G Терефон P07-LEX3",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/lenovo-x3-lite-55-fhd-mtk6753-octa-core-android-51-4g-phone-p-157956.html,132.99,244.04,45.5
134,ESTRELLA  64G USB2.0 High Speed Mini Flash Drive Waterproof USB EUD-555517,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/estrella-64g-usb20-high-speed-mini-flash-drive-waterproof-usb-p-176843.html,10.64,19.49,45.410000000000004
135,360° Rotating Universal Magnetic Car Cellphone Holder with Spring Clip RTH-512138,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/360°-rotating-universal-magnetic-car-cellphone-holder-with-spring-clip-p-159214.html,3.39,6.19,45.23
136,Casual Cotton Modal Vertical Striped Soft Boxers Men's Underwear DUW-258801,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/casual-cotton-modal-vertical-striped-soft-boxers-mens-underwear-p-112770.html,3.87,6.98,44.56
137,220-240V E27 12W 1100LM 36-LED SMD 5630 LED Corn Bulb HLT-363807,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/220-240v-e27-12w-1100lm-36-led-smd-5630-led-corn-bulb-p-142551.html,1.88,3.39,44.54
138,"Смартфон (TIMMY) E128 4.5"" сенсорный экран MTK6572 Android 4.2.2 P05-E128",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/timmy-e128-45-mtk6572-android-422-dual-core-wifi-phone-p-107985.html,99.99,179.99,44.45
139,SanDisk A1 32GB UHS-I / Class 10 up to 98MB / s Micro SDHC Memory Card EFM-530161,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/sandisk-a1-32gb-uhs-i-class-10-up-to-98mb-s-micro-sdhc-memory-card-p-165914.html,6.72,12.09,44.42
140,Meegopad T07 Pro Windows 10 Z8350 4GB 32GB Mini PC w/ HDMI USB Port E-505951,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/meegopad-t07-pro-windows-10-z8350-4gb-32gb-mini-pc-w-hdmi-usb-port-p-158376.html,107.73,193.2,44.24
141,UV400 Cycling Bicycle Bike Sports Eyewear Sunglasses Riding Glasses SBK-494441,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/uv400-cycling-bicycle-bike-sports-eyewear-sunglasses-riding-glasses-p-157323.html,2.03,3.63,44.080000000000005
142,Dacom Super Mini K28 Bluetooth 4.1 In-Ear Wireless Headset f iPhone 7 EEP-520682-C3,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/dacom-super-mini-k28-bluetooth-41-in-ear-wireless-headset-f-iphone-7-p-162442.html,8.27,14.79,44.080000000000005
143,1.5 М 3.5mm Aux Портативные Аудио Расширение Нейлон Кабель EPACB-506110,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/15m-35mm-aux-portable-audio-extension-nylon-cable-f-headset-p-158243.html,1.59,2.83,43.82
144,SanDisk A1 64GB UHS-I / Class 10 up to 98MB / s Micro SDHC Memory Card EFM-530162,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/sandisk-a1-64gb-uhs-i-class-10-up-to-98mb-s-micro-sdhc-memory-card-p-165915.html,11.05,19.66,43.79
145,1m Lightning Cable w/ EU Adapter f iPhone 5/ 5s/ 5c - Golden EPACG-260745,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/1m-lightning-cable-w-eu-adapter-f-iphone-5-5s-5c-golden-p-113185.html,5.48,9.69,43.45
146,3 in 1Multifunction Sonic Teeth Whitening Stain Erase Whitening Teeth BKH-510546,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/3-in-1multifunction-sonic-teeth-whitening-stain-erase-whitening-teeth-p-159540.html,9.07,16.03,43.419999999999995
147,Q18(Apro) Smart Watch Phone Curve Screen 1.3MP Camera Pedometer Sleep Monitor E-486140-C3,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/q18apro-smart-watch-phone-curve-screen-13mp-camera-pedometer-sleep-monitor-p-160327.html,10.8,18.95,43.01
148,Original Xiaomi Mijia Power Socket Wifi Remote Control Switch Socket E-509889,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/original-xiaomi-mijia-power-socket-wifi-remote-control-switch-socket-p-158677.html,11.04,19.32,42.86
149,Mini Snoring Nose Clips Snoring Device Snoring Plug Anti Snoring DTH-499950,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/mini-snoring-nose-clips-snoring-device-snoring-plug-anti-snoring-p-157829.html,1.3,2.27,42.730000000000004
150,1/2/5 pcs 220-240V E27 18W 1650LM 56-LED SMD 5630 LED Corn Bulb HLT-363829-D1,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/125-pcs-220-240v-e27-18w-1650lm-56-led-smd-5630-led-corn-bulb-p-160170.html,2.16,3.73,42.089999999999996
151,UV Ultra Violet Blacklight 12 LEDs Flashlight Torch Light HLT-520936,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/uv-ultra-violet-blacklight-12-leds-flashlight-torch-light-p-162096.html,3.58,6.18,42.07
152,(CHUWI) PU Leather Case for CHUWI V88HD LTA-248907,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/chuwi-pu-leather-case-for-chuwi-v88hd-p-110276.html,11.83,20.36,41.9
153,1.2M Black Xiaomi USB Data Cable EPACB-384733,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/12m-black-xiaomi-usb-data-cable-p-147487.html,1.6,2.75,41.82
154,(AINOL) PU Leather Case for Ainol NOVO8 Discovery LTA-248901,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ainol-pu-leather-case-for-ainol-novo8-discovery-p-110274.html,8.22,14.04,41.449999999999996
155,(AINOL) PU Leather Case for Ainol NOVO8 Discovery LTA-248901,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/ainol-pu-leather-case-for-ainol-novo8-discovery-p-110274.html,8.22,14.04,41.449999999999996
156,Colorful Yoga Anti Skid Slip Socks Deodorant Breathable Toe Socks DST-500091,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/colorful-yoga-anti-skid-slip-socks-deodorant-breathable-toe-socks-p-157869.html,2.13,3.62,41.160000000000004
157,"OUKITEL U7 PLUS 5.5"" HD MTK6737 64-bit Quad-core Android 6.0 4G Phone P086-U7PLUS",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/oukitel-u7-plus-55-hd-mtk6737-64-bit-quad-core-android-60-4g-phone-p-161129.html,81.03,136.68,40.72
158,3 LED Portable Mini Solar Charging Flashlight-Color Assorted STH-261655,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/3-led-portable-mini-solar-charging-flashlight-color-assorted-p-113020.html,2.69,4.51,40.35
159,16-LED Solar Powered Motion Infrared Induction Security Wall Light HSI-310119,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/16-led-solar-powered-motion-infrared-induction-security-wall-light-p-128773.html,10.85,18.12,40.12
160,"DOOGEE T5 LITE IP67 MTK6735 Quad-core 5"" HD Android 6.0 4G Phone P05-DGT5L",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/doogee-t5-lite-ip67-mtk6735-quad-core-5-hd-android-60-4g-phone-p-161500.html,118.4,197.34,40.0
161,"Телефон (FEITENG) N9300I 4.7"" MTK6517 2-ядерный Android 4.1.1  P02-I0039N",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/feiteng-n9300i-47-mtk6517-dual-core-android-40-phone-p-103634.html,119.99,199.99,40.0
162,8-Color Moisturizing Lip Gloss HCI-216491,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/8-color-moisturizing-lip-gloss-p-100932.html,5.05,8.39,39.81
163,8-Color Moisturizing Lip Gloss HCI-216491,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/8-color-moisturizing-lip-gloss-p-100932.html,5.05,8.39,39.81
164,Stainless Steel Large Size Multi-Function Folding Portable Plier STH-261712,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/stainless-steel-large-size-multi-function-folding-portable-plier-p-113022.html,8.0,13.27,39.71
165,I9 Fitness Tracker Smart Bracelet IP68 Heart Rate Blood Pressure Wristband E-545002-C18,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/i9-fitness-tracker-smart-bracelet-ip68-heart-rate-blood-pressure-wristband-p-176991.html,11.02,18.19,39.42
166,XIAOMI REDMI NOTE 4 MTK6797 Deca-core 16GB ROM Android 6.0 4G Phone P086-HMNO4,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/xiaomi-redmi-note-4-mtk6797-deca-core-16gb-rom-android-60-4g-phone-p-161397.html,169.24,276.76,38.85
167,Экономия 40% Душ Голова Воды Усилитель с 300 Отверстиями HHI-504458,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/pressurized-water-saving-40-shower-head-water-booster-with-300-holes-p-158131.html,6.33,10.28,38.42
168,Replacement Stainless Steel Metal Strap Wrist Band for Xiaomi MiBand 2 E-516617,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/replacement-stainless-steel-metal-strap-wrist-band-for-xiaomi-miband-2-p-160283.html,10.63,17.19,38.16
169,Silver Cell Phones Keypad for Sony Ericsson Z610 Z610i EKB-4730,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/silver-cell-phones-keypad-for-sony-ericsson-z610-z610i-p-4380.html,2.56,4.13,38.01
170,"(XIAOCAI) X800 4"" MTK6572 Android 4.2.2 Dual Core WiFi 3G Phone P04-X800JA",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/xiaocai-x800-4-mtk6572-android-422-dual-core-wifi-3g-phone-p-113724.html,99.99,159.99,37.5
171,"(XIAOCAI) X800 4"" MTK6572 Android 4.2.2 Dual Core WiFi 3G Phone P02-X800",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/xiaocai-x800-4-mtk6572-android-422-dual-core-wifi-3g-phone-p-112288.html,99.99,159.99,37.5
172,"(XIAOCAI) X800 4"" MTK6572 Android 4.2.2 Dual Core WiFi 3G Phone P07-X800",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/xiaocai-x800-4-mtk6572-android-422-dual-core-wifi-3g-phone-p-112369.html,99.99,159.99,37.5
173,"(XIAOCAI) X800 4"" MTK6572 Android 4.2.2 Dual Core WiFi 3G Phone P01-X800",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/xiaocai-x800-4-mtk6572-android-422-dual-core-wifi-3g-phone-p-112365.html,99.99,159.99,37.5
174,"(XIAOCAI) X800 4"" MTK6572 Android 4.2.2 Dual Core WiFi 3G Phone P07-X800",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/xiaocai-x800-4-mtk6572-android-422-dual-core-wifi-3g-phone-p-112369.html,99.99,159.99,37.5
175,"LENOVO VIBE P1 5.5"" FHD MSM8939 Octa-core Android 5.1 4G Phone P04-LEP1M",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/lenovo-vibe-p1-55-fhd-msm8939-octa-core-android-51-4g-phone-p-161102.html,146.55,233.52,37.24
176,(PE) 7ml Glow In The Dark Nail Polish Nail Varnish BBI-262066,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/pe-7ml-glow-in-the-dark-nail-polish-nail-varnish-p-114148.html,1.89,2.99,36.79
177,"5"" Touch Screen 4GB Game Console + 8GB Kingston TF Card KB-242488",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/5-touch-screen-4gb-game-console-8gb-kingston-tf-card-p-107795.html,88.3,139.63,36.76
178,Multifunction Waterproof Silicone Performance Repair Bonding Rescue WireTape HHI-543537,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/multifunction-waterproof-silicone-performance-repair-bonding-rescue-wiretape-p-172852.html,2.15,3.33,35.44
179,Draw-out Design Fridge Storage Rack Shelf Sliding Drawer Organizer HKI-511328,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/draw-out-design-fridge-storage-rack-shelf-sliding-drawer-organizer-p-158958.html,3.81,5.89,35.31
180,Bowknot Style Cotton-Padded Warm Pet Clothes Winter Dog Clothes HPA-227652,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/bowknot-style-cotton-padded-warm-pet-clothes-winter-dog-clothes-p-105913.html,10.37,16.03,35.31
181,Bowknot Style Cotton-Padded Warm Pet Clothes Winter Dog Clothes HPA-227652,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/bowknot-style-cotton-padded-warm-pet-clothes-winter-dog-clothes-p-105913.html,10.37,16.03,35.31
182,Fashion Cotton-Padded Warm Pet Clothes Winter Dog Clothes HPA-227663,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/fashion-cotton-padded-warm-pet-clothes-winter-dog-clothes-p-106066.html,9.59,14.82,35.29
183,i9s TWS Bluetooth V5.0 Earphones with Charging Case EPA-563569,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/i9s-tws-bluetooth-v50-earphones-with-charging-case-p-179388.html,12.65,19.52,35.19
184,Mini I8+ Wireless 92key Backlit Air Mouse Touchpad f Laptop TV Box ECAKB-510384,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/mini-i8-wireless-92key-backlit-air-mouse-touchpad-f-laptop-tv-box-p-158951.html,11.75,18.11,35.120000000000005
185,925 Стерлингового Серебра Браслет Гипотенуза Grid Образный DJA-507625,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/925-sterling-silver-bracelet-hypotenuse-grid-shaped-womens-bracelet-p-158485.html,1.95,3.0,35.0
186,Arotek 8 LED Solar Bright Waterproof Lights Security Night Light HLT-516381,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/arotek-8-led-solar-bright-waterproof-lights-security-night-light-p-161017.html,9.99,15.36,34.96
187,LETV LE 2 PRO MTK6797 Deca-core 4GB RAM 32GB ROM Android 6.0 Phone P04-LE2PRO,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/letv-le-2-pro-mtk6797-deca-core-4gb-ram-32gb-rom-android-60-phone-p-159146.html,189.24,288.84,34.48
188,"Factory Direct 7"" Android 4.1.1 RK3066 Dual-core 4GB Tablet ETC-266906",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/factory-direct-7-android-411-rk3066-dual-core-4gb-tablet-p-114630.html,58.99,89.99,34.449999999999996
189,Neoprene Short Beach Socks Diving Socks Non-Slip Antiskid Scuba Dive Boots SGD-548443,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/neoprene-short-beach-socks-diving-socks-non-slip-antiskid-scuba-dive-boots-p-174657.html,2.4,3.66,34.43
190,KINGSTON TF Card 16GB Class 10 Memory Card with SD Adapter EFM-400786,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/kingston-tf-card-16gb-class-10-memory-card-with-sd-adapter-p-150968.html,6.45,9.78,34.050000000000004
191,"LENOVO VIBE P1 5.5"" FHD MSM8939 Octa-core Android 5.1 4G Phone P03-LEP1M",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/lenovo-vibe-p1-55-fhd-msm8939-octa-core-android-51-4g-phone-p-161103.html,156.22,234.84,33.48
192,Unisex Folding 360 ° Rotating Reading Presbyopic Glasses Eyeglasses DGS-499930,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/unisex-folding-360-°-rotating-reading-presbyopic-glasses-eyeglasses-p-157823.html,2.32,3.46,32.95
193,Unisex Folding Magnetic Neck Hanging Reading Glasses with LED Light DGS-499934,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/unisex-folding-magnetic-neck-hanging-reading-glasses-with-led-light-p-157826.html,2.76,4.08,32.35
194,360 Degrees Rotatable Car/Bike Multi-function Smartphone Holder EPA-489616,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/360-degrees-rotatable-carbike-multi-function-smartphone-holder-p-156862.html,3.56,5.26,32.32
195,"HOMTOM HT17 PRO 5.5"" HD MTK6737 Quad-core Android 6.0 4G Phone P05-HT17P",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/homtom-ht17-pro-55-hd-mtk6737-quad-core-android-60-4g-phone-p-161009.html,79.99,118.1,32.269999999999996
196,Casual Cotton Blend Patchwork Jacket for Boy Men DCD-266437,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/casual-cotton-blend-patchwork-jacket-for-boy-men-p-114163.html,42.61,62.68,32.019999999999996
197,ASUS Zenfone Pegasus 3 MTK6737 Quad-core Android 6.0 4G Phone 3GB RAM P04-X008G,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/asus-zenfone-pegasus-3-mtk6737-quad-core-android-60-4g-phone-3gb-ram-p-160903.html,149.31,218.98,31.819999999999997
198,Shield 1080P Car DVR Night Vision Dashboard Video Recorder with G-sensor RCM-536805-C3,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/shield-1080p-car-dvr-night-vision-dashboard-video-recorder-with-g-sensor-p-170752.html,12.02,17.63,31.819999999999997
199,Titan Gel Big Dick Herbal Enlargement NMS-546676,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/titan-gel-big-dick-herbal-enlargement-p-174285.html,3.09,4.53,31.790000000000003
200,10Pcs VTIE Elastic Lazy No-Tie Shoelace Fit All Unisex Sneakers STH-518328,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/10pcs-vtie-elastic-lazy-no-tie-shoelace-fit-all-unisex-sneakers-p-161013.html,1.81,2.62,30.919999999999998
201,Grids Patterned Soft Case for BlackBerry 8300 8310 8320 MSC-9645,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/grids-patterned-soft-case-for-blackberry-8300-8310-8320-p-8486.html,1.3,1.88,30.85
202,2.4GHz Wireless Optical Gaming Mouse for PC DPI Adjustable ECAMS-496120,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/24ghz-wireless-optical-gaming-mouse-for-pc-dpi-adjustable-p-157507.html,4.12,5.91,30.29
203,Gold Scales High Simulation Fishing Lure Bait-Color Assorted SFS-267611,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/gold-scales-high-simulation-fishing-lure-bait-color-assorted-p-114474.html,3.31,4.74,30.17
204,SAMSUNG 64GB EVO Class 10 Micro SDXC TF Memory Card EFM-353381,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/samsung-64gb-evo-class-10-micro-sdxc-tf-memory-card-p-139832.html,24.5,35.04,30.080000000000002
205,PU Leather Case Protective Case f Sony Xperia Z1 MLC-251661,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/pu-leather-case-protective-case-f-sony-xperia-z1-p-111417.html,4.89,6.99,30.04
206,32GB Class 10 Micro SD Card with Card Adapter - Yellow EFM-558763,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/32gb-class-10-micro-sd-card-with-card-adapter-yellow-p-177911.html,4.9,7.0,30.0
207,Sonorous Color Electronic Horn with Removable Rotatable Bracket SBK-259874,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/sonorous-color-electronic-horn-with-removable-rotatable-bracket-p-112788.html,3.3,4.7,29.79
208,Bicycle Universal Spider Phone Holder SBK-258906,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/bicycle-universal-spider-phone-holder-p-112797.html,4.54,6.46,29.720000000000002
209,No.1 D6 Smart Watch Phone Google Play 1G/8G Android 5.1 Wi-Fi WWT-515056-C3,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/no1-d6-smart-watch-phone-google-play-1g8g-android-51-wi-fi-p-160700.html,81.73,115.95,29.509999999999998
210,"CUBOT DINOSAUR 5.5"" HD 3GB RAM MTK6735A Quad-core Android 6.0 4G Phone P04-DINOS",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/cubot-dinosaur-55-hd-3gb-ram-mtk6735a-quad-core-android-60-4g-phone-p-158995.html,117.1,165.89,29.409999999999997
211,"CUBOT DINOSAUR 5.5"" HD 3GB RAM MTK6735A Quad-core Android 6.0 4G Phone P05-DINOS",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/cubot-dinosaur-55-hd-3gb-ram-mtk6735a-quad-core-android-60-4g-phone-p-158994.html,116.73,165.35,29.4
212,Mini Type Folding Metal Magnet Cigarette Tobacco Smoking Pipe HHI-508768,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/mini-type-folding-metal-magnet-cigarette-tobacco-smoking-pipe-p-158638.html,3.08,4.36,29.360000000000003
213,Simple Package Xiaomi Mi Band 1S Smart Bracelet Heart Rate Monitor E-500090,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/simple-package-xiaomi-mi-band-1s-smart-bracelet-heart-rate-monitor-p-157800.html,13.26,18.57,28.59
214,"Планшет (ALLFINE) Fine10 Joy 10.1"" IPS Android 4.1 16GB L-197595",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/allfine-fine10-joy-101-ips-android-41-quad-core-16gb-tablet-p-96119.html,176.99,247.13,28.38
215,"Планшет (ALLFINE) Fine11 Wide 11.6"" Android 4.1 4-х ядерный  L-208592",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/allfine-fine11-wide-116-android-41-rk3188-quad-core-tablet-p-98573.html,261.61,365.27,28.38
216,"Планшет (ALLFINE) Fine11 Wide 11.6"" Android 4.1 4-х ядерный  L-208592",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/allfine-fine11-wide-116-android-41-rk3188-quad-core-tablet-p-98573.html,262.53,366.56,28.38
