,title,url,discounted_price,original_price,discount
217,"Планшет (ALLFINE) Fine11 Wide 11.6"" Android 4.1 4-х ядерный  L-208592",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/allfine-fine11-wide-116-android-41-rk3188-quad-core-tablet-p-98573.html,261.61,365.27,28.38
218,YG300 Mini Portable LED Projector HD with HDMI/USB/AV OPJ-515431,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/yg300-mini-portable-led-projector-hd-with-hdmiusbav-p-159810.html,42.57,59.35,28.27
219,0.3mm Ultra-thin Tempered Glass Screen Film f iPhone 6/6s EPASP-339285,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/03mm-ultra-thin-tempered-glass-screen-film-f-iphone-66s-p-136465.html,2.26,3.15,28.249999999999996
220,"RITECH Virtual Reality 3D Glasses f 3.5-5.6"" Smartphones w/ Earphone KB-516338",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/ritech-virtual-reality-3d-glasses-f-35-56-smartphones-w-earphone-p-160027.html,8.23,11.41,27.87
221,Gold Plating Wheatear Style Necklace Neck Chain Jewelry for Men NAF-254204,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/gold-plating-wheatear-style-necklace-neck-chain-jewelry-for-men-p-111809.html,6.75,9.31,27.500000000000004
222,Унисекс Складывания 360 ° Вращающийся Чтения Пресбиопического Очки DGS-499930,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/unisex-folding-360-°-rotating-reading-presbyopic-glasses-eyeglasses-p-157823.html,2.61,3.6,27.500000000000004
223,Stylish Titanium Steel Bracelet Bangle for Men Boy NAF-237256,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/stylish-titanium-steel-bracelet-bangle-for-men-boy-p-107199.html,6.94,9.57,27.48
224,Stylish Titanium Steel Bracelet Bangle for Men Boy NAF-237256,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/stylish-titanium-steel-bracelet-bangle-for-men-boy-p-107199.html,6.94,9.57,27.48
225,Transparent Underwater Waterproof Case Bag for Under 5.5'' Phone S-517993,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/transparent-underwater-waterproof-case-bag-for-under-55-phone-p-160875.html,1.99,2.74,27.37
226,"LENOVO VIBE P1 3GB RAM 5.5"" FHD MSM8939 Octa-core Android 5.1 4G Phone P04-LEP1",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/lenovo-vibe-p1-3gb-ram-55-fhd-msm8939-octa-core-android-51-4g-phone-p-156582.html,156.52,215.21,27.27
227,(BK) 6ml Heart-Shaped Fluorescent Non-toxic Nail Polish HCI-246259,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/bk-6ml-heart-shaped-fluorescent-non-toxic-nail-polish-p-109279.html,2.2,3.0,26.669999999999998
228,"3.2"" TOUCH WiFi JAVA TV FM Bar Mobile Cell Phone P01-N08",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/32-touch-wifi-java-tv-fm-bar-mobile-cell-phone-p-21604.html,42.73,58.08,26.43
229,1/2/4 Set of 25-in-1 Screwdrivers with Storage Head Screwdriver Repair Tool Set HHI-530590,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/124-set-of-25-in-1-screwdrivers-with-storage-head-screwdriver-repair-tool-set-p-165953.html,4.64,6.3,26.35
230,USB 3.1 Type-C Male to Micro USB Female Adapter f Mac Smartphone EPACB-486194,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/usb-31-type-male-to-micro-usb-female-adapter-f-mac-smartphone-p-156718.html,1.16,1.57,26.11
231,ORICO 2599US3 2.5 inch USB3.0 HDD/SSD Hard Drive Enclosure Tool-Free ECAHD-507881,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/orico-2599us3-25-inch-usb30-hddssd-hard-drive-enclosure-tool-free-p-158502.html,12.36,16.71,26.029999999999998
232,I9 TWS Bluetooth V4.2 Earphones with Magnetic Charging Case EEP-556241,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/i9-tws-bluetooth-v42-earphones-with-magnetic-charging-case-p-177357.html,11.69,15.77,25.869999999999997
233,Car Mount Holder wih Telescopic Neck & Sticky Gel Pad for Mobile Phone RTH-511816,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/car-mount-holder-wih-telescopic-neck-sticky-gel-pad-for-mobile-phone-p-159101.html,6.91,9.32,25.86
234,Original Xiaomi Real-time Detection Temperature and Humidity Sensor E-510657,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/original-xiaomi-real-time-detection-temperature-and-humidity-sensor-p-158817.html,7.5,10.11,25.82
235,128GB PU Leather USB 3.0 Flash Drive ECA-564315,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/128gb-pu-leather-usb-30-flash-drive-p-179961.html,14.15,19.04,25.679999999999996
236,Sports Breathable Insoles Shock-absorbing Arbitrarily Cut Insoles DTH-509268,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/sports-breathable-insoles-shock-absorbing-arbitrarily-cut-insoles-p-158654.html,2.66,3.57,25.490000000000002
237,Micro Diamond Pattern TPU Soft Case for iPhone 4G MSC-6644,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/micro-diamond-pattern-tpu-soft-case-for-iphone-4g-p-6250.html,1.32,1.77,25.419999999999998
238,2Pcs Mosquito Killer Lamp LED Night Light Romantic Sleeping Lamp KB-516566,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/2pcs-mosquito-killer-lamp-led-night-light-romantic-sleeping-lamp-p-160224.html,4.65,6.23,25.36
239,Fashion Titanium Steel Finger Ring with Chain Decor for Men NAF-237268,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/fashion-titanium-steel-finger-ring-with-chain-decor-for-men-p-106627.html,3.09,4.14,25.36
240,3-in-1 Silver Plating Heart-shaped Style Jewelry Set for Women NAF-238502,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/3-in-1-silver-plating-heart-shaped-style-jewelry-set-for-women-p-107501.html,5.48,7.34,25.34
241,(CUBOT) 1pcs 3.7V 1300mAh Li-ion Backup Battery for Cubot GT72 MDB-247224,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/cubot-1pcs-37v-1300mah-li-ion-backup-battery-for-cubot-gt72-p-110186.html,5.99,8.02,25.31
242,Orange Smiling Angel Style Case for iPod Nano 5th Gen MSC-9408,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/orange-smiling-angel-style-case-for-ipod-nano-5th-gen-p-8475.html,1.33,1.78,25.28
243,Smiling Angel Style Case for iPod Nano 5th Gen MSC-9412,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/smiling-angel-style-case-for-ipod-nano-5th-gen-p-8471.html,1.33,1.78,25.28
244,Green Smiling Angel Style Case for iPod Nano 5th Gen MSC-9411,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/green-smiling-angel-style-case-for-ipod-nano-5th-gen-p-8472.html,1.33,1.78,25.28
245,Crystal & Rhinestones Decor Rhinestones Finger Ring for Women NAF-255196,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/crystal-rhinestones-decor-rhinestones-finger-ring-for-women-p-111960.html,4.35,5.82,25.259999999999998
246,Pair of Love Pattern Imitated Crystal Earrings - Rose Golden NAF-255195,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/pair-of-love-pattern-imitated-crystal-earrings-rose-golden-p-111959.html,4.59,6.14,25.240000000000002
247,AXGIO Apple MFi Change/Sync Lightning Cable for iPhone 7/7 Plus iPad EPACB-453510,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/axgio-apple-mfi-changesync-lightning-cable-for-iphone-77-plus-ipad-p-155836.html,4.68,6.26,25.240000000000002
248,3 in 1 Stainless-Steel Pineapple Corer Slicer Peeler HHI-516701,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/3-in-1-stainless-steel-pineapple-corer-slicer-peeler-p-160565.html,4.48,5.99,25.21
249,Tough Soft Phone Pouch Pocket Bag for Nokia N97 MSB-11804,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/tough-soft-phone-pouch-pocket-bag-for-nokia-n97-p-10560.html,1.04,1.39,25.180000000000003
250,Original Xiaomi 20000mAh Dual USB Fast Charger Power Bank EBTPH-491549,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/original-xiaomi-20000mah-dual-usb-fast-charger-power-bank-p-157062.html,33.91,45.25,25.06
251,Unisex False Sub-dials Design Quartz Watch w/ Canvas Strap WUS-253492,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/unisex-false-sub-dials-design-quartz-watch-w-canvas-strap-p-111433.html,2.93,3.91,25.06
252,3D-Men Style Stand for iPhone Cell Phone MHD-237051,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/3d-men-style-stand-for-iphone-cell-phone-p-109164.html,2.25,3.0,25.0
253,Heart Pattern PU Leather Band Quartz Watch w/ Rhinestones f Girl WWM-239022,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/heart-pattern-pu-leather-band-quartz-watch-w-rhinestones-f-girl-p-107380.html,3.54,4.72,25.0
254,(SYLLABLE) T39 Bluetooth V3.0 Earphones w/ Line Controller CHS-246378,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/syllable-t39-bluetooth-v30-earphones-w-line-controller-p-109620.html,15.04,20.03,24.91
255,4 x Colorful Cell Phone Trackball for BlackBerry 8330 MTH-10304,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/4-x-colorful-cell-phone-trackball-for-blackberry-8330-p-9191.html,3.96,5.27,24.86
256,"(GPAD) G10D 7"" Android 4.0 4GB Tablet PC + Screen Protector KB-253207",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/gpad-g10d-7-android-40-4gb-tablet-pc-screen-protector-p-113054.html,59.19,78.75,24.84
257,"BLACKVIEW BV6000 4.7"" HD MTK6755 64-bit Android 6.0 3GB RAM 4G Phone P084-BV6000",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/blackview-bv6000-47-hd-mtk6755-64-bit-android-60-3gb-ram-4g-phone-p-159168.html,194.32,257.77,24.610000000000003
258,"BLACKVIEW BV6000 4.7"" HD MTK6755 64-bit Android 6.0 3GB RAM 4G Phone P085-BV6000",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/blackview-bv6000-47-hd-mtk6755-64-bit-android-60-3gb-ram-4g-phone-p-159169.html,192.09,254.81,24.610000000000003
259,(OULM) 3136 Male PU Leather Quartz Watch with 3-Movt  WWT-260431,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/oulm-3136-male-pu-leather-quartz-watch-with-3-movt-p-113089.html,13.89,18.4,24.51
260,Hard Case for iPad CIPACOC5,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/hard-case-for-ipad-1-p-2351.html,6.56,8.69,24.51
261,MiraScreen 2.4GHz Wireless HDMI AM8252 Wi-Fi Display Dongle ETATH-505244,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/mirascreen-24ghz-wireless-hdmi-am8252-wi-fi-display-dongle-p-158225.html,12.65,16.72,24.34
262,10pcs 0.5mm Durable Celluloid Guitar Plectrum - Color Assorted FTY-255312,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/10pcs-05mm-durable-celluloid-guitar-plectrum-color-assorted-p-112265.html,1.75,2.31,24.240000000000002
263,FC30 Dual-mode Bluetooth GamePad for PS3/ PC / iPhone/ Android GWI-234878,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/fc30-dual-mode-bluetooth-gamepad-for-ps3-pc-iphone-android-p-106798.html,33.27,43.78,24.01
264,FC30 Dual-mode Bluetooth GamePad for PS3/ PC / iPhone/ Android GWI-234878,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/fc30-dual-mode-bluetooth-gamepad-for-ps3-pc-iphone-android-p-106798.html,33.15,43.62,24.0
265,Universal Mobile Wireless Charger Quick Charging Adapter Receptor EPACG-520235,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/universal-mobile-wireless-charger-quick-charging-adapter-receptor-p-161838.html,4.03,5.28,23.669999999999998
266,2.4GHz 1600dpi Wireless Optical Mouse Mice CMS-11833,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/24ghz-1600dpi-wireless-optical-mouse-mice-p-10528.html,3.41,4.46,23.54
267,3-in-1 Magic Box for Conjuring Game Play Props FTY-4910,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/3-in-1-magic-box-for-conjuring-game-play-props-p-4810.html,3.76,4.89,23.11
268,"Cevapro Cycling Gloves, Touchscreen Winter Gloves Thicken Warm Gloves SBK-559709",https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/cevapro-cycling-gloves-touchscreen-winter-gloves-thicken-warm-gloves-p-178385.html,6.75,8.76,22.95
269,Frosted Hard Cover with Clip-stand for iPhone 3G 3GS MHC-9065,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/frosted-hard-cover-with-clip-stand-for-iphone-3g-3gs-p-7963.html,3.72,4.81,22.66
270,Universal Magnetic Cell Phone Car Mount Holder for all Smart Phone RTH-508010,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/universal-magnetic-cell-phone-car-mount-holder-for-all-smart-phone-p-158755.html,3.06,3.95,22.53
271,"HOMTOM HT17 PRO 5.5"" HD MTK6737 Quad-core Android 6.0 4G Phone P04-HT17P",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/homtom-ht17-pro-55-hd-mtk6737-quad-core-android-60-4g-phone-p-161010.html,90.44,116.7,22.5
272,(MARCAS) Pair of Titanium Steel Gold-plating Earrings for Female NAF-226250,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/marcas-pair-of-titanium-steel-gold-plating-earrings-for-female-p-103307.html,2.55,3.29,22.49
273,30X60 Day Night Vision Zoom Folding Optical Binoculars Telescope STS-509744,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/30x60-day-night-vision-zoom-folding-optical-binoculars-telescope-p-158701.html,7.79,10.04,22.41
274,TW64S Смарт Браслет Вызов Multi Монитор Сердечного Ритма E-506116-C4,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/tw64s-smart-bracelet-call-reminder-multi-monitor-heart-rate-monitor-p-160147.html,14.56,18.73,22.259999999999998
275,SQ8 Mini DV Action Camera 1080P Full HD Car DVR with Night Version EVC-508721,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/sq8-mini-dv-action-camera-1080p-full-hd-car-dvr-with-night-version-p-158608.html,14.55,18.69,22.15
276,4-in-1 Stereo Gaming Headset with MIC for PS4/ PS3/ Xbox360/ PC EVG-261407,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/4-in-1-stereo-gaming-headset-with-mic-for-ps4-ps3-xbox360-pc-p-113260.html,35.37,45.41,22.11
277,Girl Version Imitated Vaginal Masturbators for Male Men HNM-233493,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/girl-version-imitated-vaginal-masturbators-for-male-men-p-107109.html,17.05,21.79,21.75
278,Girl Version Imitated Vaginal Masturbators for Male Men HNM-233493,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/girl-version-imitated-vaginal-masturbators-for-male-men-p-107109.html,16.99,21.71,21.740000000000002
279,Aluminum Cycling UV400 Polarized Sunglasses for Driving Cycling Running Golf HHI-558468,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/aluminum-cycling-uv400-polarized-sunglasses-for-driving-cycling-running-golf-p-178016.html,3.61,4.58,21.18
280,2 x Slim Crystal Hard Case for LG GD 510 POP MHC-12011,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/2-x-slim-crystal-hard-case-for-lg-gd-510-pop-p-10542.html,1.9,2.41,21.16
281,Fashion Quartz Watch w/ Knitted PU Leather Band for Lady WWM-180705,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/fashion-quartz-watch-w-knitted-pu-leather-band-for-lady-p-91078.html,3.69,4.67,20.990000000000002
282,"(SANEI) N79 7"" Android 4.0 Qualcomm Dual-core 3G Tablet Phone L-149044",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/sanei-n79-7-android-40-qualcomm-dual-core-3g-tablet-phone-p-80592.html,109.37,137.34,20.369999999999997
283,2 x Rubber Elastomer Feet Thumb Protector HBI-236968,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/2-x-rubber-elastomer-feet-thumb-protector-p-106619.html,3.61,4.53,20.31
284,2 x Rubber Elastomer Feet Thumb Protector HBI-236968,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/2-x-rubber-elastomer-feet-thumb-protector-p-106619.html,3.61,4.53,20.31
285,Sunvell Q-Box S905 Android 5.1 Kodi 4K Gigabit Ethernet 2/16GB TV Box E-509989,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/sunvell-q-box-s905-android-51-kodi-4k-gigabit-ethernet-216gb-tv-box-p-158824.html,60.34,75.68,20.27
286,Angel Figure Back Case for iPhone 3G 3GS MSC-8377,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/angel-figure-back-case-for-iphone-3g-3gs-p-7511.html,1.38,1.73,20.23
287,2 x Rubber Elastomer Feet Thumb Protector HBI-236968,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/2-x-rubber-elastomer-feet-thumb-protector-p-106619.html,3.6,4.51,20.18
288,"(ONDA) V819 Mini 7.9"" IPS Android 4.2 Quad-core 16GB Tablet L-237414",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/onda-v819-mini-79-ips-android-422-quad-core-16gb-tablet-p-107516.html,150.99,189.07,20.14
289,Protective Soft Silicone Case for Sony PS4 Controller EVG-261378,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/protective-soft-silicone-case-for-sony-ps4-controller-p-113968.html,2.44,3.05,20.0
290,"(DOOGEE) MAX DG650 6.5"" MTK6589T Android 4.2.2 Phone P07-DG650",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/doogee-max-dg650-65-mtk6589t-android-422-phone-p-114399.html,319.99,399.99,20.0
291,"HOMTOM HT17 5.5"" HD MTK6737 64-bit Quad-core Android 6.0 4G Phone P05-HT17",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/homtom-ht17-55-hd-mtk6737-64-bit-quad-core-android-60-4g-phone-p-159506.html,78.68,98.34,19.99
292,DIY Assemble Rubber Powered Glider + Flying Bird Ornithopter KB-267620,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/diy-assemble-rubber-powered-glider-flying-bird-ornithopter-p-114623.html,5.1,6.37,19.939999999999998
293,Stainless Steel High Strength Ultralight Portable Wire Cutter QCH-249070,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/stainless-steel-high-strength-ultralight-portable-wire-cutter-p-110230.html,2.09,2.61,19.919999999999998
294,Casual Rabbit Fur Striped Patchwork Warm Hat Fashion Hats & Caps NAH-229961,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/casual-rabbit-fur-striped-patchwork-warm-hat-fashion-hats-caps-p-104176.html,16.84,21.01,19.85
295,Stainless Steel High Strength Ultralight Portable Wire Cutter QCH-249070,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/stainless-steel-high-strength-ultralight-portable-wire-cutter-p-110230.html,2.1,2.62,19.85
296,2 x Standard Magnetic 1M Micro USB Cable Sync/Charge Cable f Samsung KB-510827,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/2-x-standard-magnetic-1m-micro-usb-cable-synccharge-cable-f-samsung-p-158848.html,5.2,6.48,19.75
297,Original Xiaomi Roidmi 2S Music Bluetooth Car Charger RCG-518810,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/original-xiaomi-roidmi-2s-music-bluetooth-car-charger-p-161220.html,15.71,19.57,19.72
298,"(AINOL) NOVO7 Eos 7"" IPS Screen Android 4.0 Dual-core 3G Phablet L-234737",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ainol-novo7-eos-7-ips-screen-android-40-dual-core-3g-phablet-p-106495.html,146.51,182.19,19.580000000000002
299,Black Headset with MIC for Xbox 360 LIVE GBX-197909,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/black-headset-with-mic-for-xbox-360-live-p-95680.html,8.12,10.09,19.52
300,Blue Protective Soft Back Cover for HTC HD T8288 MHDXSC03,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/blue-protective-soft-back-cover-for-htc-hd-t8288-p-3265.html,1.24,1.54,19.48
301,Retro Female Bracelet Quartz Watch with Flower Decor WWM-226350,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/retro-female-bracelet-quartz-watch-with-flower-decor-p-103570.html,5.0,6.2,19.35
302,(SPOVAN) Men's Sports Digital Watch w/ Altimeter/Barometer WMN-247286,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/spovan-mens-sports-digital-watch-w-altimeterbarometer-p-110002.html,126.99,156.99,19.11
303,Crystal Hard Case for iPad CIPACOC2,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/crystal-hard-case-for-ipad-1-p-2034.html,5.02,6.2,19.03
304,Crystal Hard Case for iPad CIPACOC2,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/crystal-hard-case-for-ipad-1-p-2034.html,5.02,6.2,19.03
305,4 x Cartoon Anime Dragon Ball Figure Assembling Doll FTY-245539,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/4-x-cartoon-anime-dragon-ball-figure-assembling-doll-p-109374.html,14.09,17.4,19.02
306,USAMS 360 Degree Rotation Anti-slip Car Air Vent Phone Holder EDC-508361,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/usams-360-degree-rotation-anti-slip-car-air-vent-phone-holder-p-158563.html,4.3,5.3,18.87
307,Waterproof Binary Unisex LED Watch w/(AM/PM Time + Date Display) WUS-242839,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/waterproof-binary-unisex-led-watch-wampm-time-date-display-p-108435.html,10.59,13.04,18.790000000000003
308,Mini Exquisite 4-String Wooden Guitar with Pick for Music Lovers FMS-239533,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/mini-exquisite-4-string-wooden-guitar-with-pick-for-music-lovers-p-107679.html,15.59,19.18,18.72
309,"OUKITEL U15 Pro 5.5"" HD MTK6753 Octa-core Android 6.0 4G Phone 3GB RAM P086-U15PRO",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/oukitel-u15-pro-55-hd-mtk6753-octa-core-android-60-4g-phone-3gb-ram-p-162073.html,120.42,148.06,18.67
310,"LETV LE 2 MTK6797 Deca-core 3GB RAM 32GB ROM 5.5"" Android 6.0 Phone P04-LEP2",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/letv-le-2-mtk6797-deca-core-3gb-ram-32gb-rom-55-android-60-phone-p-159145.html,175.66,214.37,18.060000000000002
311,7 x Memorial Crystal Dragon Ball - Large FTY-247251,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/7-x-memorial-crystal-dragon-ball-large-p-110054.html,22.59,27.54,17.97
312,(B-LINK) 802.11 b/ g/ n 150Mbps USB Wireless WiFi Adapter CNP-91905,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/b-link-80211-b-g-n-150mbps-usb-wireless-wifi-adapter-p-60031.html,5.31,6.47,17.93
313,"(AINOL) NOVO7 Eos 7"" IPS Screen Android 4.0 Dual-core 3G Phablet L-234737",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/ainol-novo7-eos-7-ips-screen-android-40-dual-core-3g-phablet-p-106495.html,149.11,181.55,17.87
314,RIME Garlic Clamp Ginger Presser Cracker Crusher Mincer HKI-247947,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/rime-garlic-clamp-ginger-presser-cracker-crusher-mincer-p-110498.html,5.66,6.89,17.849999999999998
315,Rechargeable Portable Powerful Mini Fan E-518034,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/rechargeable-portable-powerful-mini-fan-p-160915.html,6.54,7.93,17.53
316,"7"" Android 4.0 2160P 4GB Tablet PC + Free Gift Screen Protector KB-253206",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/7-android-40-2160p-4gb-tablet-pc-free-gift-screen-protector-p-113053.html,57.39,69.58,17.52
317,"7"" Android 4.0 2160P 4GB Tablet PC + Free Gift Screen Protector KB-253206",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/7-android-40-2160p-4gb-tablet-pc-free-gift-screen-protector-p-113053.html,57.19,69.33,17.51
318,"(DOOGEE) MAX DG650 6.5"" MTK6589T Android 4.2.2 Phone P07-DG650",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/doogee-max-dg650-65-mtk6589t-android-422-phone-p-114399.html,329.99,399.99,17.5
319,"(UMI) C1 6.44"" LTPS FHD OGS Screen MTK6589T Android 4.2 Phone P07-UMC1",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/umi-c1-cross-644-ltps-fhd-ogs-mtk6589t-android-42-phone-p-111129.html,329.99,399.99,17.5
320,"OUKITEL K6000 PRO 5.5"" FHD 3GB RAM MTK6753 Android 6.0 4G Phone P04-K6000P",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/oukitel-k6000-pro-55-fhd-3gb-ram-mtk6753-android-60-4g-phone-p-159296.html,162.88,196.24,17.0
321,"(HYUNDAI) A7 7"" Multi-touch Android 4.0 8GB Tablet PC L-78757",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/hyundai-a7-7-multi-touch-android-40-8gb-tablet-pc-p-54350.html,98.79,118.65,16.74
322,"(FEITENG) D101 4"" Spreadtrum SP6820 Android 2.3.6 WiFi Phone P03-D101",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/feiteng-d101-4-spreadtrum-sp6820-android-236-wifi-phone-p-109465.html,49.99,59.99,16.669999999999998
323,Fashionable Cellphone Holder Bracket Seat EPA-518077,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/fashionable-cellphone-holder-bracket-seat-p-161021.html,7.81,9.36,16.56
324,(BK) 6 x 7ml Fluorescent Nail Polish Nail Art HLC-224337,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/bk-6-x-7ml-fluorescent-nail-polish-nail-art-p-102997.html,8.64,10.35,16.520000000000003
325,(BK) 6 x 7ml Fluorescent Nail Polish Nail Art HLC-224337,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/bk-6-x-7ml-fluorescent-nail-polish-nail-art-p-102997.html,8.64,10.35,16.520000000000003
326,New Quartz Watch Wrist Watch w/ PU Leather Band f Woman WWM-180731,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/new-quartz-watch-wrist-watch-w-pu-leather-band-f-woman-p-91080.html,3.9,4.67,16.49
327,"(AINOL) 7"" Multi-Touch WiFi Tablet (MIPS-r2/4GB HD) LNOV078G05",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/ainol-novo7-paladin-7-multi-touch-android-40-ics-os-tablet-p-52307.html,96.74,115.71,16.39
328,Flower Pattern Dial Quartz Watch w/ PU Leather Strap f Women WWM-238671,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/flower-pattern-dial-quartz-watch-w-pu-leather-strap-f-women-p-107275.html,3.1,3.7,16.220000000000002
329,55g Flawless Nude Makeup Cosmetic BB Cream -Pink Beige HCI-132788,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/55g-flawless-nude-makeup-cosmetic-bb-cream-pink-beige-p-73968.html,3.36,4.01,16.21
